Disaster_Type,Country,Year,Total_Deaths,Injured,Damage_USD,Displaced_People,Latitude,Longitude
Flood,Mexico,2007,55,118,2453330340,180112,56.05426241,-124.5381143
Volcanic Eruption,Indonesia,1972,39,95,4463434092,995774,-21.95072983,122.3654236
Volcanic Eruption,India,1997,42,101,4077713729,109657,66.46495474,-157.0171036
Tsunami,Bangladesh,1995,47,111,1498574750,996570,79.81719542,-75.65923354
Volcanic Eruption,Japan,1999,41,100,629062746,209002,68.70178137,-69.70215822
Landslide,Japan,1982,45,94,3595135560,853467,48.90494662,-122.0740978
Volcanic Eruption,China,1982,58,101,4666477552,617363,53.7316324,2.946557983
Storm,Indonesia,1971,56,113,1790794959,402885,20.32419396,-175.7870543
Drought,Nigeria,2006,46,92,2858775495,713607,-33.37845919,-71.64881445
Landslide,Mexico,2018,49,84,4135923538,714335,34.78569592,156.1065999
Earthquake,Philippines,2007,44,97,4953733288,946066,39.78542029,-68.20935504
Tsunami,Brazil,1971,50,98,4234865635,514591,77.95391964,-50.23462064
Tsunami,China,2005,37,99,2812811515,545917,15.78218428,-9.660582636
Tsunami,Mexico,2023,43,88,3815765181,877714,-22.0083379,22.20961495
Earthquake,Brazil,1995,43,101,1926932941,192535,35.71415304,111.1351121
Earthquake,Brazil,1980,64,97,2822381643,308151,77.11261475,-111.4843597
Earthquake,Indonesia,1977,47,93,1950657727,411344,-35.19005284,133.8286958
Earthquake,Indonesia,2013,34,85,4654391413,526327,-14.36029141,92.71776857
Tsunami,India,2009,53,126,3314308601,630903,15.86333353,80.15412048
Tsunami,Japan,2012,65,138,206369689,3857,-36.16995112,-148.7503535
Flood,Mexico,1991,54,113,3084418872,190091,-56.88911047,-172.2093516
Landslide,China,1989,50,120,3913179229,615720,-12.82236286,33.84457233
Drought,USA,1977,49,105,439352002,987990,61.15191221,130.7282265
Volcanic Eruption,China,1998,46,92,4780170255,220079,-53.91442409,30.39892709
Volcanic Eruption,India,2009,50,101,1690140506,605265,0.050068262,-103.2354484
Storm,Philippines,1995,42,98,3099879327,274879,46.70810821,-147.4128367
Tsunami,Japan,1999,43,98,3390116410,689871,73.44556357,71.85472301
Storm,USA,1986,54,126,3777055382,570339,77.96655586,79.83729983
Landslide,Bangladesh,1989,51,114,1225736952,911254,-0.924286715,-117.8885878
Landslide,Philippines,2021,50,91,2968183224,576981,73.05380121,-169.8514864
Storm,Indonesia,1985,50,82,2640868807,632230,-55.04134374,-33.01793524
Tsunami,Brazil,2015,43,89,3739162689,331296,44.42837132,29.77873277
Storm,Bangladesh,2012,54,97,2990955005,343063,29.98444485,74.16086744
Volcanic Eruption,China,1976,39,98,1052232560,291900,-25.06693994,111.5802033
Flood,China,1985,40,108,2787782355,659254,11.0245901,39.79347383
Volcanic Eruption,Indonesia,2014,50,98,2660269264,902844,-41.86247671,-140.0829809
Wildfire,India,2016,52,100,4413523550,366675,62.02360113,65.72940197
Tsunami,Mexico,2017,49,108,749991887,174304,-9.894268024,174.3035914
Tsunami,Bangladesh,1996,54,113,1338022357,53214,27.64622587,146.0104505
Drought,Bangladesh,2022,45,92,2504414359,594105,-37.77131992,133.8008073
Earthquake,Nigeria,1992,53,102,2853970575,588150,-31.13692175,-71.21874479
Wildfire,Philippines,1993,57,104,3121546208,745543,78.87389191,90.28374352
Landslide,Japan,1978,45,112,1192092969,782409,45.43209522,126.3972405
Tsunami,Philippines,2004,54,107,882672431,784256,74.67606177,64.19743367
Storm,Mexico,2020,36,97,4863241366,423252,-18.58083687,-89.79776764
Wildfire,China,1989,51,110,3496253739,411800,-36.96119727,163.3802299
Drought,China,2006,47,93,3492049891,493663,10.42958489,-17.70501187
Landslide,China,2011,42,104,782171653,687668,9.253559512,-133.2699989
Earthquake,Nigeria,1986,48,108,729366307,899516,-35.50748807,-140.4799578
Earthquake,China,2016,45,110,3706697923,290477,42.65073974,53.10683543
Drought,Mexico,2000,50,86,1057292308,953453,-9.351145179,-22.42452729
Drought,Indonesia,1977,46,102,3831574658,386505,-33.90886767,-145.9858049
Storm,Japan,1984,38,119,2716805086,621618,-13.52232476,86.53124598
Tsunami,Mexico,2000,43,113,1492835600,39288,18.91221795,107.7570602
Earthquake,Japan,2022,48,99,2076490390,865020,41.70593051,81.14962708
Landslide,Mexico,1999,49,97,3231972718,733167,7.464724048,-107.186084
Wildfire,China,2015,39,90,290915570,640072,13.58329858,68.31916416
Landslide,Indonesia,1989,53,102,1987779660,176339,-40.54756897,-176.139791
Flood,Bangladesh,2008,45,78,2596195179,294319,68.05672946,-70.15962972
Flood,Philippines,2022,43,82,1282579240,533203,70.02138772,-36.42424869
Drought,Brazil,1981,43,104,178743746,343802,35.67972266,120.6889016
Storm,Indonesia,2018,45,103,4435990826,371879,-57.53160275,-39.4580257
Flood,Bangladesh,1986,53,93,2279506363,858886,15.19039023,-175.9429994
Earthquake,India,2011,41,87,1084584104,977226,28.09065609,-53.15529174
Landslide,Mexico,1999,47,103,4891936801,499668,79.25159121,-0.387324591
Landslide,India,1998,51,107,496034617,358117,79.44937373,161.6417232
Drought,Bangladesh,1988,53,97,1289246472,897774,60.06557295,158.7723494
Tsunami,Indonesia,2015,51,94,4023049576,720658,-51.06366112,-114.8853462
Tsunami,Mexico,1980,45,108,4698140848,538093,73.45869471,-113.347245
Wildfire,Brazil,2003,52,98,191308612,740494,25.7725746,-121.1826757
Drought,China,2019,44,86,4499466015,433733,52.12414787,104.0118957
Volcanic Eruption,Mexico,1976,50,93,4997000829,54716,-2.993001044,-177.8320655
Wildfire,Mexico,2013,62,99,3567045237,133943,-15.24627403,-134.2162087
Volcanic Eruption,Indonesia,2003,47,109,2701116780,889225,4.854180368,13.66546739
Tsunami,Indonesia,1989,58,95,3803260307,299519,-39.43756818,-90.87765592
Drought,Bangladesh,2019,52,95,3425692114,701101,-10.01074057,-146.751675
Volcanic Eruption,USA,2007,57,105,1640007078,372559,60.06644997,-50.44391556
Drought,Mexico,1993,59,103,1227258035,154220,-54.68693192,-81.28526218
Drought,Philippines,1979,48,93,1498187597,530122,-38.87707344,3.997550345
Tsunami,Mexico,2001,53,86,2120639308,42680,-42.48373765,172.5240938
Wildfire,Bangladesh,2021,59,108,1790272545,653090,-3.569424022,-135.2503307
Wildfire,Japan,1984,47,85,572247934,527687,79.57816612,-45.81838626
Drought,India,2006,49,105,4998004832,457307,-35.72988977,155.5146064
Flood,China,1989,48,99,1473871460,677122,-39.63242906,135.6742957
Storm,USA,1972,48,68,2415046930,968513,68.10780217,-38.06242748
Tsunami,Brazil,2006,52,87,3174018244,368052,63.48707238,71.62317523
Storm,Brazil,2009,40,98,3167459444,338637,-55.4863482,-148.3714751
Storm,Brazil,1977,46,87,4830436510,892467,45.23883443,76.51478
Wildfire,Indonesia,2009,59,103,593374746,444764,31.76519821,170.2287826
Wildfire,Brazil,2013,43,97,4909410108,683700,47.48371338,13.49573502
Flood,China,1992,51,96,4534525340,978869,9.230343671,-0.543518268
Storm,India,2009,40,101,2688659183,388910,78.79309058,-112.5652969
Storm,Brazil,1980,51,95,1047485979,354818,-53.86141738,48.16375161
Drought,Mexico,2015,48,112,4111181425,605632,-27.1879779,32.55742108
Wildfire,Mexico,1977,52,101,4422351284,190862,-4.483561824,54.69590141
Storm,Indonesia,1998,52,96,2511372062,355923,2.968911819,-170.6100168
Landslide,China,1999,45,105,116328261,985301,68.99143638,17.54045581
Flood,India,1979,56,99,1909302358,11809,18.40061097,34.17654366
Volcanic Eruption,USA,2008,47,93,455864247,522801,-53.68446063,-105.2891513
Landslide,Bangladesh,1997,51,101,2660272035,673056,-2.89918512,-105.0001713
Landslide,India,2018,47,82,2662106309,763720,-1.691342268,-80.56145934
Volcanic Eruption,Bangladesh,2005,52,106,4458141540,130306,75.16873138,76.21977302
Tsunami,Japan,1982,53,100,1249402098,706817,23.88759274,38.25578287
Tsunami,Bangladesh,2001,38,103,1272582748,939395,28.99114996,124.4745526
Flood,Philippines,2005,44,120,1236861868,583439,39.85542438,-73.56291414
Landslide,Mexico,2006,58,94,4475766626,84661,47.8055042,148.3445016
Storm,China,1995,56,110,4248917720,194080,28.90714983,87.73421831
Wildfire,Nigeria,1991,48,94,206093036,707848,-26.79279084,-37.7957988
Flood,Indonesia,1973,43,94,4911429017,56632,62.36642801,-145.7056564
Drought,Philippines,2000,42,87,580160720,906279,42.49677206,-87.4858815
Volcanic Eruption,Bangladesh,1987,56,81,1101854748,66533,43.86186791,164.4365582
Landslide,Brazil,2007,58,115,4182181521,899891,79.51794349,-68.26918468
Flood,China,1993,65,96,1633589492,71889,52.35371488,-61.23565435
Earthquake,Philippines,1992,53,103,3025908513,608527,56.08119644,-111.7479848
Earthquake,Indonesia,1991,53,104,3188818523,625799,73.1967722,110.4662164
Tsunami,Mexico,1971,43,100,480867362,57942,-38.84124002,-80.76807711
Volcanic Eruption,China,2000,51,85,4881273861,9275,9.681832707,-61.10703059
Wildfire,Indonesia,1980,55,82,4401179941,806397,21.2793833,-30.83468096
Storm,Japan,1997,40,90,4512506676,97955,-13.90139791,-23.85781928
Wildfire,Japan,2015,50,109,744392588,638466,57.51646815,-31.91731545
Wildfire,Indonesia,2001,62,95,600149963,691214,46.73874703,1.347730335
Wildfire,Philippines,1974,57,101,1208843322,409189,40.92363043,113.2246367
Volcanic Eruption,China,2007,47,86,877469147,351230,79.60092157,114.9426147
Wildfire,Philippines,1979,41,99,4063409986,813310,-23.68660772,107.3927282
Drought,USA,2009,52,108,4657476569,387808,42.96401523,-143.5950579
Volcanic Eruption,Bangladesh,2015,62,85,4642671235,934609,17.19662649,107.8843692
Drought,USA,1993,54,84,1830540225,637462,-16.18151445,-136.7093615
Volcanic Eruption,Japan,2004,51,71,1903842347,851178,-37.5178381,-135.0994428
Tsunami,Mexico,2013,48,105,3300491243,885890,65.42373719,161.2305978
Flood,India,2017,50,109,1138004512,212637,23.36376758,114.9832241
Earthquake,Bangladesh,1992,43,109,2577741103,915116,55.49073727,18.86776807
Wildfire,Japan,1986,43,94,1022039829,302079,16.34829776,134.9892736
Tsunami,Philippines,1970,54,101,4443577605,32784,-29.20320871,176.1712713
Flood,Philippines,2000,52,108,1730588843,424817,-12.74316617,39.83114399
Earthquake,Philippines,2000,46,109,3950330985,564153,-6.584562054,40.64343731
Landslide,Mexico,2011,43,74,1259905927,359225,76.21087375,91.5937305
Storm,USA,2011,46,103,4579181269,517087,-59.21134103,-96.42997715
Drought,India,2022,46,118,1032846806,340845,77.99324322,-119.8350499
Landslide,Philippines,2003,61,118,4109616636,411832,77.26462892,93.44907001
Volcanic Eruption,Nigeria,1978,44,95,3201062524,798086,79.46111067,-55.8342738
Earthquake,Bangladesh,1991,46,107,2436948959,542118,6.722345049,-131.3746717
Landslide,China,1982,59,105,1313246357,409421,74.93325575,-66.64401867
Storm,Nigeria,1994,42,91,949320262,566713,-4.616114541,-50.89072757
Tsunami,India,2017,50,94,317581256,732855,-56.31877831,167.4819574
Earthquake,Mexico,1987,60,108,2200858516,480910,-28.59139391,71.26549599
Landslide,India,2020,61,83,4754164713,601643,72.34147429,11.10827426
Drought,China,1981,50,98,2442032832,429067,-58.07294293,168.7943299
Drought,Bangladesh,2009,53,92,3824863032,632327,16.43917896,145.1303066
Flood,China,1986,46,100,3227568518,254031,-49.41577755,4.320308381
Landslide,Indonesia,1984,35,84,4146768163,400168,-19.90447902,146.0446687
Wildfire,Bangladesh,2011,49,121,4124308354,482977,-47.6670009,-34.4503231
Landslide,India,1984,49,95,970310083,571693,60.33400696,-97.04856047
Tsunami,Philippines,1984,42,116,3116358273,781527,22.74989935,-96.23585634
Earthquake,India,2008,50,100,837956350,763127,66.2949052,58.4335888
Earthquake,India,1982,46,89,4644221918,255516,36.36944794,0.385315455
Tsunami,Bangladesh,1986,37,103,3417840938,267535,75.94407837,57.22230492
Landslide,Indonesia,2001,56,96,2613694610,473220,11.38287167,66.98734713
Tsunami,India,1978,55,105,1965063989,193540,29.41948145,-171.9637658
Storm,Nigeria,2009,49,98,3576612520,15091,20.68323478,-160.5457468
Volcanic Eruption,Japan,1989,56,98,2672832589,292381,7.796460123,11.76398157
Tsunami,Brazil,1995,47,87,161769100,375412,58.43431116,-111.227228
Drought,Brazil,1996,53,90,3522516773,255665,30.23351899,47.71215677
Tsunami,India,1990,59,109,456428673,844785,52.18371708,18.7868661
Earthquake,Nigeria,1987,56,116,4328829125,336644,50.09095112,30.87372901
Drought,Philippines,1982,60,95,2805218946,696042,-33.25367751,-71.11606326
Earthquake,Mexico,1985,50,90,4998056746,374924,31.02289455,50.34366226
Flood,Mexico,1978,37,109,1099361967,442850,-32.04927731,118.6173491
Wildfire,Bangladesh,1981,64,105,1063471063,289112,21.66486695,179.3056513
Earthquake,Brazil,2013,52,95,291031343,710193,34.84085582,121.839979
Drought,India,2007,39,99,1842516655,171277,79.61291002,20.69955348
Flood,Mexico,1988,55,88,3533362017,732267,-55.72412306,-110.365347
Earthquake,India,1976,46,80,1664276817,960045,-47.22606482,65.3205154
Storm,Bangladesh,2004,45,105,4427648806,649689,-49.21626251,157.5553628
Tsunami,Brazil,2017,64,92,4940295538,746577,-4.229419923,-103.7280457
Wildfire,China,1987,48,101,2414834588,290429,55.02237061,-87.84157661
Earthquake,Japan,1985,47,110,678147075,365651,58.16788659,-126.3569244
Flood,Japan,2008,53,88,160912806,445729,43.1771434,85.21979171
Storm,Mexico,1973,34,109,2987948434,15430,65.56295386,-33.63785877
Landslide,Japan,1994,51,104,1098376266,503982,-14.79960782,-157.42957
Flood,China,2001,51,103,220815271,251707,-47.6583498,134.9819969
Tsunami,India,2009,44,111,3114880576,664393,-51.85857608,20.76188569
Flood,Bangladesh,1982,44,93,101168660,150990,59.29858075,-60.80605488
Storm,China,2014,51,78,750710139,280400,42.26108121,-56.16612862
Flood,Bangladesh,1986,61,96,4242648474,179594,37.80614284,-75.50956073
Storm,Bangladesh,2018,39,116,1616280159,719713,-12.4453126,-16.02713794
Earthquake,Brazil,2006,63,80,3608894727,384090,-6.813273593,-58.66499214
Volcanic Eruption,India,1975,50,101,2403386472,555476,74.13589405,17.26066947
Storm,Nigeria,1988,38,94,2700986049,317278,-51.06733583,98.46621082
Storm,Japan,1982,62,100,4016084897,839089,48.32244317,62.80606204
Wildfire,Nigeria,1995,53,99,2626296075,298232,-16.65133468,-73.99551861
Storm,Brazil,1983,52,108,365730059,408195,-54.53235342,10.34676415
Storm,Bangladesh,2000,55,125,2374693311,723624,43.9598155,122.4454176
Landslide,Mexico,2023,49,105,2758943671,836538,-13.67233601,-155.4457555
Volcanic Eruption,Japan,1973,42,105,3880849492,132667,41.10065262,-151.8129839
Earthquake,Japan,2008,46,111,537917387,687984,39.07161364,20.2212245
Tsunami,India,1977,42,103,4914530042,490320,14.87016256,50.08144622
Wildfire,Indonesia,1994,41,101,4244462212,67824,48.83223809,-103.8913143
Landslide,USA,1982,44,107,617768996,891581,21.34536538,88.27924561
Drought,USA,2001,45,97,2072085969,171503,-19.8708406,52.65481573
Volcanic Eruption,USA,2007,60,76,3048399813,356691,42.77614215,152.3841366
Earthquake,Indonesia,2007,52,105,2631250449,645912,22.47957422,-119.1764873
Earthquake,India,1997,48,88,3733207037,410343,-58.21818056,90.49473553
Drought,Indonesia,2022,53,86,1406636249,804310,66.23018489,-149.8884874
Tsunami,USA,1999,45,109,1886718456,776654,16.39010657,23.50526743
Storm,Brazil,1972,39,88,1236895066,989984,61.60781717,18.68225022
Landslide,China,1997,50,105,654997629,847122,63.58315746,-40.18138393
Flood,Bangladesh,1972,44,99,501571421,522040,2.295331943,124.0456132
Wildfire,Indonesia,2014,46,93,724333056,602126,11.0723995,-178.4265679
Flood,India,2023,47,114,2851630644,711720,-1.794385725,7.264584683
Drought,India,2003,61,99,1845190237,108484,2.921148543,-101.8247221
Earthquake,Nigeria,1985,49,89,3112197234,393423,65.32060226,87.65950288
Tsunami,China,1991,60,111,263480802,1083,50.34016196,-164.4957265
Earthquake,Mexico,2001,65,116,2017722131,182636,-42.28640532,119.3596877
Wildfire,Japan,2007,47,86,1628887933,789743,25.44308942,121.7132016
Earthquake,USA,1977,51,106,1072385040,285279,79.42692965,119.8317645
Earthquake,Mexico,1977,48,113,1360762840,57109,23.37709817,-125.0753304
Wildfire,Nigeria,1975,55,94,61500702,323498,50.02202758,46.94634668
Landslide,USA,1983,64,91,890837657,981151,47.66860627,-174.8277507
Landslide,China,2001,44,98,4978975030,631180,-10.95554638,125.2665329
Wildfire,Nigeria,2004,31,89,1249028272,452517,-7.941097621,80.27106966
Tsunami,USA,1979,40,94,1940228601,324377,41.37069905,11.21534312
Drought,China,1972,45,91,4775272858,227827,9.997694425,83.01291591
Volcanic Eruption,Philippines,1981,44,101,2946553706,475344,19.87989928,-146.0433252
Earthquake,Mexico,2018,39,106,639178121,177284,39.80681065,10.31609958
Tsunami,Mexico,2000,44,94,1768080865,875900,48.86050379,-75.14046295
Earthquake,Japan,1998,61,105,1492787156,713136,-21.98767912,170.1430068
Volcanic Eruption,China,1974,47,91,4348003854,215648,-39.44887368,128.5624622
Drought,Indonesia,2021,48,93,4867634079,726746,-19.14874946,83.9792505
Landslide,Philippines,1994,49,91,679353528,51588,11.05536551,156.1491487
Tsunami,Brazil,2010,65,107,673511889,818148,-12.10021558,-55.13641036
Storm,USA,2000,51,97,801193717,127558,19.57078624,144.3167636
Storm,Philippines,1990,43,91,4948659246,340399,-52.51479862,-62.91423644
Volcanic Eruption,China,1989,42,110,1691038170,677137,11.36505763,83.80681909
Storm,Bangladesh,2008,52,95,242677572,913758,-8.482113029,85.11008824
Landslide,USA,1991,47,105,3342061481,442501,14.85334569,-173.3940445
Volcanic Eruption,India,1973,51,108,4989157483,121921,-0.845330316,-50.01850862
Landslide,Mexico,1982,37,110,57335705,213630,-20.20838091,-173.0042379
Drought,China,2014,57,90,2735410506,617769,66.57510676,178.9531263
Earthquake,India,2011,58,90,1798160181,159860,-34.13290162,-136.0091657
Drought,Japan,2019,40,88,1290176852,921523,35.39118058,15.41192243
Drought,Nigeria,2018,46,109,1148548743,75018,69.45025976,104.600246
Landslide,Brazil,1989,57,98,935645093,46873,15.41379436,-107.5451032
Volcanic Eruption,Brazil,2021,50,104,2500071195,654529,62.6971884,-5.381039486
Volcanic Eruption,India,1982,48,103,3695189167,927399,-42.52079302,38.67435393
Storm,Mexico,1986,41,90,777970251,210743,9.130427836,-122.3262884
Flood,Japan,2023,35,78,4446597305,966517,3.983539267,100.2799656
Earthquake,Bangladesh,2005,43,88,2947518067,977074,-58.86336701,-72.23887541
Landslide,Mexico,2002,47,105,1152029876,993427,2.05602779,-104.0316925
Storm,Philippines,1970,58,92,529948705,356816,-8.335834106,20.98394872
Tsunami,Brazil,1984,64,83,3580149224,571960,33.77182189,-32.28709405
Flood,Philippines,1982,51,121,148122300,792553,71.366169,151.3029401
Flood,USA,1986,53,92,1179025229,99332,-47.98924764,136.8225714
Landslide,Indonesia,1993,53,103,4252784026,82445,-14.15330586,-5.99376118
Wildfire,China,1977,35,104,2907270175,330007,2.169063235,-50.6650411
Earthquake,Japan,2019,51,100,3329020960,674290,3.725952925,-62.81352661
Flood,Mexico,1996,43,94,2319017536,49987,48.47336092,-83.67709569
Landslide,Brazil,2014,46,103,4934581130,100787,2.075393217,16.03722734
Landslide,Philippines,1992,41,105,1498416621,914647,-56.1974178,109.7922977
Storm,Nigeria,2015,57,114,2508145162,428718,39.41457324,-68.12762105
Tsunami,USA,1977,50,109,3740337471,621371,63.87615732,-111.5661277
Wildfire,China,1977,54,105,1154950529,555976,11.94665976,-8.825829774
Earthquake,China,1995,45,97,521665415,894466,21.35519304,-155.14761
Volcanic Eruption,Mexico,2016,52,107,759066990,108406,-37.18889854,72.46044221
Drought,Japan,1982,45,102,1132815977,7304,-29.10956774,6.608975869
Tsunami,Bangladesh,2008,41,85,992978530,659409,-27.07616652,-1.30506913
Tsunami,Nigeria,2006,48,103,2548739176,801379,0.303876483,-71.83966336
Storm,Mexico,2018,60,97,2343121595,780882,69.94033093,145.6824375
Volcanic Eruption,Philippines,1997,51,108,1052126565,9495,13.04986734,-147.4249349
Flood,Indonesia,1994,54,91,4767906759,811139,-33.10632967,133.1366432
Flood,India,1985,40,91,4465479177,754056,-22.74771698,-44.38612713
Storm,Bangladesh,1971,53,122,2589603734,979424,-6.237895838,137.0244658
Landslide,Japan,2023,42,114,4825997039,306688,27.2562566,82.354125
Flood,USA,1987,64,97,3001379396,686066,1.604641421,-142.4985384
Wildfire,Bangladesh,1986,56,82,2652955831,625058,-5.057721815,119.3530631
Earthquake,Brazil,1999,57,106,772115224,427209,19.06200406,65.58366013
Tsunami,Japan,2008,52,101,4094423053,14987,-26.14310071,-168.3713114
Tsunami,Indonesia,1982,45,93,2026147417,150161,-48.95354184,-131.8670344
Wildfire,Brazil,2001,50,99,2613758531,590285,-56.58199592,48.8261001
Volcanic Eruption,Bangladesh,2019,47,110,1434603621,796425,-24.82371711,58.53618104
Flood,India,1998,47,103,3551433747,11465,-47.17711522,88.79451582
Tsunami,India,2015,61,93,3034487357,511889,-12.91231061,79.28834428
Drought,Indonesia,1999,47,93,4132435378,82071,48.21069565,57.42718368
Volcanic Eruption,China,1987,53,116,258791672,819072,40.28120627,95.84600463
Earthquake,Nigeria,1982,63,83,2855063456,338141,25.52986719,27.03085412
Earthquake,USA,2012,66,88,3371400036,12366,59.35003414,-86.11510121
Tsunami,China,1990,52,107,3664319602,816327,-20.51053256,148.4555809
Storm,India,1999,60,120,1364509292,263929,63.90752542,-173.4429489
Volcanic Eruption,India,1990,54,94,2570257593,6242,-4.106516246,-48.03778085
Tsunami,Philippines,2017,41,96,1553523857,810961,-3.874935443,82.39330551
Storm,Brazil,1986,60,102,2977734915,636904,-3.250774092,-26.22382519
Tsunami,Bangladesh,2009,41,100,4357507526,326543,-46.26678873,-171.0596133
Drought,USA,1988,52,80,1395349924,268500,76.56866977,-156.2468749
Volcanic Eruption,Indonesia,2021,45,107,3217223048,515214,-40.6090511,53.50945289
Landslide,Bangladesh,1984,48,107,1352012530,940733,-12.27599857,167.3512558
Earthquake,Philippines,1978,50,97,2721119318,609668,-15.29795515,18.6709089
Tsunami,India,2021,62,97,2958189791,804652,-49.54487941,2.432814489
Drought,Indonesia,1979,55,95,2592126639,501109,-38.68358178,-65.4029233
Storm,India,2013,43,89,1777470841,943155,-53.71983293,-87.59135741
Storm,USA,2000,54,97,274602738,883654,-19.0633709,-172.4454066
Earthquake,Brazil,2022,49,93,4004887474,743023,61.33196936,-81.73624765
Wildfire,Bangladesh,1992,56,94,1167671166,874630,-12.4780912,-18.32024129
Tsunami,Bangladesh,2021,53,107,4651297721,455066,-42.68314351,-108.7380781
Volcanic Eruption,China,1999,45,101,3797618506,780248,30.39714157,-148.5547241
Flood,Indonesia,2002,40,93,2647785757,558549,79.52412769,78.38203221
Storm,Nigeria,2021,43,105,2989737526,713839,-27.47466947,142.0632969
Volcanic Eruption,Philippines,1978,61,98,2519500197,968204,-20.86005925,157.2379451
Volcanic Eruption,Nigeria,2023,55,111,3452888501,746256,76.0585876,42.47954226
Landslide,China,2016,51,95,4206774073,655080,-34.97131974,-161.0011503
Volcanic Eruption,USA,1970,56,82,583160837,103467,11.56996944,86.71054679
Volcanic Eruption,Philippines,2013,54,102,3309981087,304524,-26.44870138,-140.3656901
Landslide,Brazil,2004,58,95,3881261151,341977,70.52926571,61.10932237
Storm,Nigeria,1980,53,94,418820291,628296,77.41294204,100.5717009
Volcanic Eruption,Brazil,2003,54,108,2848663983,874756,54.05769846,81.3112959
Wildfire,Nigeria,1985,49,107,2894581576,914150,-15.93026579,162.6781701
Wildfire,Brazil,1978,49,97,3014004509,104992,-3.511753461,85.73266241
Drought,Nigeria,2001,50,101,4296721126,551299,-26.07720429,69.55552007
Landslide,Brazil,1984,57,104,699388008,179675,64.70611538,-85.77245801
Drought,China,1981,44,105,957463510,93593,68.03815888,152.9167271
Landslide,Japan,2002,58,103,4780913529,642627,-1.358107286,-115.3642065
Tsunami,Philippines,2014,50,100,1893819769,149519,31.91462979,145.7627801
Tsunami,Indonesia,1983,47,107,3422332024,83940,-36.82255483,-67.4414844
Volcanic Eruption,USA,1977,44,88,3700877798,86677,0.891026051,-133.1411062
Flood,Mexico,1977,57,119,2172303279,993381,28.40987493,117.6058898
Tsunami,India,1996,45,100,1383906839,236729,-6.043563407,-179.1016367
Flood,Indonesia,1981,47,108,177520217,467894,-9.936066404,119.5517944
Tsunami,India,1970,49,89,2129862328,113570,-59.86014108,-85.56773686
Earthquake,Philippines,2012,54,99,4351021630,326727,52.60108493,138.4996582
Tsunami,Indonesia,2009,59,88,4083991867,587344,64.50726568,68.93250561
Drought,Brazil,2011,41,105,825675706,81468,75.72489414,59.82599983
Storm,Brazil,2020,57,86,4222259399,909329,40.69799391,-48.48495726
Volcanic Eruption,Mexico,1980,46,82,3367061893,798449,16.83092373,-158.6149294
Drought,India,2008,50,106,1920057834,754233,-22.30016723,118.8263154
Storm,USA,2012,53,102,4394365256,37880,79.90192663,-118.4746337
Wildfire,Philippines,2000,66,115,2397558745,1355,22.56539963,-45.98688892
Drought,Brazil,1986,70,110,3978887203,106360,35.36157013,36.12768678
Wildfire,Japan,2002,50,102,4734182340,583224,35.53686267,-6.388654118
Flood,China,2001,49,91,2582973438,719968,58.33525141,-108.4821713
Flood,China,1998,49,104,1588861119,212694,-58.64584456,-129.3781115
Earthquake,Nigeria,1990,55,92,4345350698,770878,-29.16542834,-135.631342
Tsunami,USA,1990,58,92,2668752142,218123,33.17476002,130.6828373
Drought,China,2009,52,118,2003065222,257034,65.32040316,-168.6385623
Wildfire,Nigeria,1992,47,105,58789897,210828,35.94742947,171.7251335
Storm,India,1975,46,100,1794417792,47266,-2.111219191,-108.5296715
Flood,Brazil,1991,43,115,3825523426,709914,-9.382230578,-140.2839731
Tsunami,Brazil,2019,54,84,1864927115,189287,43.31272116,27.70979572
Flood,Japan,2007,66,89,1159128745,623426,43.7732776,-151.2050551
Storm,Indonesia,2006,59,89,4715418430,584944,24.98811895,36.88317474
Tsunami,China,2014,51,105,3544740859,54104,-19.19461663,126.2255921
Tsunami,India,2020,38,96,144012893,76844,69.52167457,-162.7567123
Wildfire,Bangladesh,2023,49,91,3221694865,969,17.2631919,107.9526976
Wildfire,China,1977,48,88,3746440970,361040,50.66892987,-37.98812125
Drought,USA,2010,57,98,4310768352,786686,-29.9968433,-122.5833718
Drought,Indonesia,2018,43,108,1419116691,403522,-11.83428959,-116.6052671
Landslide,China,2004,55,104,4404003486,589804,62.44113229,150.7552357
Volcanic Eruption,India,2020,50,94,3280378186,617365,-52.98501581,-140.1819293
Landslide,China,1980,48,107,3931501672,985701,11.72414358,132.0418034
Earthquake,USA,1993,55,89,1022431873,736205,7.438767178,15.92806355
Flood,Bangladesh,2018,42,99,1843519998,500314,45.17222645,-165.9397756
Drought,Philippines,1990,45,108,4820437017,935727,-20.53487212,-12.78858754
Wildfire,Mexico,2020,40,105,1963093227,464657,-29.33064494,114.2818252
Storm,Bangladesh,1971,45,87,4868668804,854399,69.65859743,81.43300355
Wildfire,Nigeria,2009,41,101,2248764663,466508,20.03935127,-4.038329634
Flood,China,1988,59,99,2743649033,201961,-45.34346044,129.6179567
Landslide,Brazil,2008,56,94,2533980229,574405,-32.97493729,-136.6686858
Wildfire,Japan,1997,54,97,588443241,526025,79.83564833,147.5787792
Volcanic Eruption,Brazil,1986,48,111,3630030357,606692,-32.61474052,124.7188351
Earthquake,Bangladesh,1975,51,105,2041920837,949980,25.46657159,74.97965724
Flood,Brazil,1988,40,102,698370524,417541,-1.182068941,114.4395872
Landslide,India,2007,53,106,528535995,143398,63.98387328,15.77358246
